id,observed_on,latitude,longitude,scientific_name
77320312,01/05/2021,51.5923493,-0.35248736,Muntiacus reevesi
77420299,05/05/2021,51.62008102,-1.104882055,Muntiacus reevesi
77569392,11/02/2020,52.39133567,0.656095818,Muntiacus reevesi
77569544,06/05/2021,51.93689743,-0.588962533,Muntiacus reevesi
77786847,07/05/2021,51.79852222,-0.008955556,Muntiacus reevesi
77871545,07/05/2021,50.2055999,-5.117121,Muntiacus reevesi
78120223,09/05/2021,52.39904,-1.740952911,Muntiacus reevesi
78439636,29/04/2021,51.67103917,-1.255190175,Muntiacus reevesi
78464556,12/05/2021,51.76956551,-0.350713246,Muntiacus reevesi
78514909,07/05/2021,52.26799816,0.201482177,Muntiacus reevesi
78864808,15/05/2021,51.34545342,-2.316103913,Muntiacus reevesi
78967893,16/05/2021,52.22934887,0.083781481,Muntiacus reevesi
79309860,18/05/2021,52.26173505,0.195749626,Muntiacus reevesi
